code,name
/SAPCE/IU2,Authorization object for the Seals Management Report
/SAPCE/IUE,Authorization Object: Currency EURO Conversion for BBIC
/SAPCE/IUM,Authorization Object for Metering Area
/SAPCE/RES,Tax Invoices and Correction Tax Invoices
/SAPCE/RU,Authorization object for Seals Management Russia
/SAPCND/CC,Técnica condiciones: Autorización config.vál.todos mandantes
/SAPCND/CM,Técnica condiciones: Actualiz.condiciones (parte genérica)
/SAPCND/CO,Técnica condiciones: Catálogo campos tabla condiciones
/SAPCND/RC,Técnica condiciones: Actualizac.condic.(liberac.por autor)
/SAPCND/SS,Técnica condiciones: Parametrizaciones sistema
/SAPMP/RTS,Especificar la secuencia del tipo de bobina
/SAPPO/ADM,Cerrar orden de tratamiento posterior con acciones
/SAPPO/FLT,Filtro orden tratamiento posterior
/SAPPO/ORD,Orden tratamiento posterior
/SAPPO/WLA,Asignación pool trabajo
/SCDL/AUTH,Autorización de entrega (obsoleto)
/SCMB/LMEW,Gestión de trabajo: Carga de trabajo ejecutada
/SCMB/LMPD,Gestión de trabajo: Documento de actividad
/SCMB/LOCB,Ubicación: acceso basado en grupo de autorización
/SCMB/PESL,Objeto de autorización SCMB: Definir selección PSM
/SCMB/SCUB,Objeto de autorización SCMB: Unidad de cadena logística
/SCMB/SFUN,Funciones especiales de SCM de base
/SCMB/TDLR,Objeto de autorización SCMB: Gestión TDL
/SCMB/WDCP,Capacidades
/SCMB/WDEF,Definición de turno depend.almacén
/SCMTMS/BO,OBSOLETE - DO NOT USE or ASSIGN
/SCTM/AUTH,Autorizaciones generales: Transporte
/SCTM/CD,Autorizaciones para actualización de rutas cross-docking
/SCTM/RG,Actualización de datos maestros en routing guide (general)
/SCTM/STAT,Autorización para status de transporte
/SCWM/ACTI,EWM: Área de actividad
/SCWM/AIMP,Objeto de autorización para gestionar datos de imputación
/SCWM/ATTS,Anexos EWM
/SCWM/CHG,Lote EWM
/SCWM/CHM,Monitor de verificación EWM
/SCWM/CHMP,Perfil de monitor de verificación EWM OBSOLETO
/SCWM/COST,EWM: Costes almacenaje y datos declar.aduanera simplificada
/SCWM/DATC,Container de datos EWM para contenido demo
/SCWM/DLV,Solicitud de almacén EWM (obsoleto)
/SCWM/DLV2,Solicitud de almacén EWM con número de almacén
/SCWM/DSAP,Fecha de carga
/SCWM/DSLP,Puesto de carga
/SCWM/DSSL,Intervalo tiempo
/SCWM/EGF,Objeto de autorización de EGF (selección de objetos)
/SCWM/EGF1,Objeto de autorización de EGF (actualizar layouts)
/SCWM/EGF2,Objeto de autorización de EGF (actualizar modelo de gráfico)
/SCWM/ELS,Gestión de trabajo: Tiempos prefijados estandarizados
/SCWM/ESIC,EWM: Agente de servicio urgente
/SCWM/EWLS,Carga de trabajo ejecutada EWM: Funciones especiales
/SCWM/HU,EWM: Unidad de manipulación
/SCWM/HUHS,Historial de UMp en EWM
/SCWM/ILT,EWM: Tarea indirecta
/SCWM/IMPL,EWM: Herramientas de implementación
/SCWM/LDP,Funciones de la planificación de demanda laboral por almacén
/SCWM/LDPV,Planificación de demanda de trabajo
/SCWM/LG,EWM: Ubicación
/SCWM/MFS,Procesos relevantes EWM PLC
/SCWM/MIG,Reports para la migración EWM
/SCWM/MO,EWM: Actividades de monitorización
/SCWM/MSTR,EWM: Determinación de ratios
/SCWM/OC,Gestión de salidas
/SCWM/PAS,Material preadjudicado EWM
/SCWM/PIMP,Objeto de verificación para gestionar datos ARE
/SCWM/PIPR,EWM: Inventario
/SCWM/PL,Gestión del trabajo: Planificación y simulación
/SCWM/POHU,EWM: Unidad de manipulación de expedición planificada
/SCWM/PROD,Producto de almacén
/SCWM/QDOC,Documento de control EWM
/SCWM/QELM,Documento de control / Elemento EWM
/SCWM/QFID,Documento de control / Resultado EWM
/SCWM/QFUP,Verificación de autorización p.acción consecutiva logística
/SCWM/QLVL,EWM: Nivel de calidad
/SCWM/QSUP,EWM: Parametrización de inspección
/SCWM/QUEU,EWM: Cola
/SCWM/RFAD,EWM: Ampliaciones de imagen para RF
/SCWM/RFLT,EWM: Transacciones lógicas para RF
/SCWM/RSRC,Actualización de recursos EWM
/SCWM/RSTY,EWM: Tipo de recurso
/SCWM/SFUN,EWM: Funciones especiales
/SCWM/SLFE,Funciones especiales de EWM para número de almacén y habil.
/SCWM/SLFU,EWM: Funciones especiales por número de almacén
/SCWM/SLOT,EWM: Planificación de almacenamiento
/SCWM/STBI,EWM: Stock en tipo de ubicación Almacén
/SCWM/STLG,EWM: Stock en tipo de ubicación Número de almacén
/SCWM/STRS,EWM: Stock en tipo de ubicación Recurso
/SCWM/STTU,EWM: Stock en tipo de ubicación Unidad de transporte
/SCWM/TATT,Integración temporal y de presencia EWM
/SCWM/TOCR,EWM: Creación de tarea de almacén
/SCWM/TOHA,EWM: Tratamiento de tarea de almacén
/SCWM/TR,EWM: Medio de transporte
/SCWM/VAS,EWM: Tratam.de orden de servicio logístico de valor añadido
/SCWM/VM,Mantenimiento vista específica almacén EWM
/SCWM/WAV1,EWM: Modelos fase registros condición para det.modelos fase
/SCWM/WAV2,EWM: Fases
/SCWM/WBBM,Determinación de facturación de almacén
/SCWM/WBMR,Solicitud de determinación de facturación de almacén
/SCWM/WBMS,Especificación de medida de facturación de almacén
/SCWM/WBSN,Captura de facturación de almacén
/SCWM/WCTA,Activades (sólo lect. trat.todo) en puesto de trabajo EWM
/SCWM/WST,EWM: Puesto de trabajo
/SDF/E2E,Autorización para diagnóstico global
/SDF/GPDP,Acceder a proveedor de datos de GP seguro
/SDF/GPREP,Ejecutar informe ABAP de IC
/SDF/IVAUT,Integration Visibility: Objeto de autorización.
/SDF/S_OPS,ALM para operaciones
/SDF/TRACE,Autorización para trace global
/SDF/WSMON,Monitorización de servicio Web
/SMB/ACTV,Fijar semáforo /SMB/ACTIVATION_RUNNING
/SMB/AUTH,Authorization Object for SMB
/SMB/CR,Obsoleto - Reestructuración de contenido
/SMB/IMP,implementation assistant activities
/SMB/LC_PR,Acceso objeto para proyectos ciclo de vida
/SMB/MDASC,OBSOLETE - Transport of Non Customizing Objects
/SMB/MRACT,Autorización para actividades de repaso manuales
/SMB/NQ2P,Activar nuevo Q2P
/SMB/PRTR,Fijar semáforos/SMB/PROJECT_RELEASED /SMB/TRANSPORT_RUNNING
/SMB/PRUN,Fijar semáforo /SMB/PROJECT_RUNNING
/SMB/Q2P,Objeto de autorización para SMB Q2P
/SMB/SEMM,Release de emergencia de semáforo
/SMB/START,Starting Framework
/SMERP/SIM,Aplicación SAP Inventory Manager
/SMERP/SWM,Aplicación SAP Work Manager
/SMFND/A00,Panel config.: Autorización parametrización seguridad
/SMFND/A01,Aplicación móvil - Autorización general
/SMFND/C00,Aplicación móvil - Autorización general
/SMFND/MAP,Informe de comparación de aplicación móvil: Autorización
/SPE/AAC,Tipos de imputación
/SPE/QEDIT,Tratamiento de mensajes qRFC de EWM
/SPE/REF_C,Autorizar creación de documento precedente en fondo con VL60
/SRMSMC/AC,Acciones de IU en vista de proveedores SLC
/SRMSMC/AM,Gestión de actividades
/SRMSMC/BO,Autorización de business object en SAP SLC
/SRMSMC/CS,Clasificación de proveedores
/SRMSMC/DB,Dun and Bradstreet Interface Access
/SRMSMC/EX,Ampliabilidad para un business object
/SRMSMC/MA,Responsable de actividad
/SRMSMC/MC,Gestor de categorías (gestor de categorías)
/SRMSMC/PA,Participante en las actividades
/SRMSMC/R1,Gestor de actividades de rol
/SRMSMC/R2,Participante de rol en actividad
/SRMSMC/R3,Gestor de categorías rol
/SRMSMC/RL,Roles de usuario en gestor proveedores y categorías SAP
/STMC/TMSY,to be deleted
/STTPEC/CO,Configuración de Advanced Track & Trace
/STTPEC/IN,Advanced Track & Trace: Integración
/STTPEC/TS,Autorización programa de test
/TMF/CUSTR,Control Custom Report by report Id
/TMF/ECD,SPED ECD
/TMF/ECD01,API - SPED ECD
/TMF/ECF,SPED ECF
/TMF/ECF01,API - SPED ECF
/TMF/ECK01,API - Checklist for ECF
/TMF/ECKL,[OBSOLETE]: Check List for ECF
/TMF/EFD,SPED EFD
/TMF/EFD01,API - SPED EFD
/TMF/EQT01,API - SPED ECF Questionnaire
/TMF/FISCP,Fiscal Period
/TMF/H_CMP,[OBSOLETE] eSocial - Actions/Information acordding to
/TMF/H_EVT,[OBSOLETE] eSocial - Event Display Object
/TMF/IEX,[OBSOLETE]: SPED Import Excel – SAP GUI
/TMF/IEXU,SPED Import Excel – UI5
/TMF/INIL,Initial Load
/TMF/IRTF,SPED ImportRTF
/TMF/M_CMP,Messaging Framework - Actions/Information Nr.Inscrition
/TMF/M_EVT,Messaging Framework - Event Display Object
/TMF/M_INT,Messaging Framework - Integration Display Object
/TMF/M_SH,Messaging Framework - Template Sheet Generation
/TMF/NFCOR,Nota Fiscal Correction
/TMF/NFCRE,Nota Fiscal Creation
/TMF/NFV01,API - Nota Fiscal Viewer
/TMF/NFVR,Nota Fiscal Viewer
/TMF/ORGS,Organizational Structure
/TMF/PCO,SPED PCO
/TMF/PCO01,API - SPED PCO
/TMF/SHADE,Authorization to upload deletion in shadow tables
/TMF/SHAEX,Maintenance of Complementary Data
/TMF/SHAUP,Authorization to upload in shadow tables
/TMF/SHESO,[OBSOLETE] eSocial – Template Sheet Generation
/TMF/SHGEN,Generate Excel sheets for shadow
/TMF/TECH,CTR Tech Info
/TMF/TOM,[OBSOLETE]: Tax Obligation Monitor
/TMF/TOM02,Tax Obligation Monitor
/TMF/TOM03,API - Tax Obligation Monitor
/TMF/TOMWS,Tax Obligation Monitor Web Service
/TMF/TRACE,TDF Report Execution Log
/TRP/GEN,Authorization for Generic Read Access
/TRP/MD,Authorization Object for Master Data Access
/TRP/RES_H,Resource History Authorization
/TRP/TRQ,Authorization for TRP Access
/TRP/TU,Authorization for TU Access
/UI2/CACHE,UI2 cache invalidation and reconstruction authorization
/UI2/CDMDT,CDM Design Time
/UI2/CHIP,Page Building Service: CHIP
/UI2/DIAGN,Anunciado: Soporte aplicación p.rampa lanzamiento SAP Fiori
/UI2/FREPO,File Repository
/UI2/PERS,Administrate User's Personalization Data
/UI2/SRVC,Servicio UI2
/UI2/UIPC,Fiori Launchpad Page: Customizing
/UI2/UISC,Fiori Launchpad Space: Customizing
/UI5/DLV,UI delivery: version change authorization
/UI5/THEME,UI Theming: Authorization for maintaining themes
/UIF/FLEX,UI5 Flexibility Services
/UIF/KUATR,Servicios de traducción de flexibilidad UI5
/UIF/LREP,Acceso HTTP a repository por capas
ACCESS_MU,Autorización para utilizar mash-ups
ACO_OTYPE,Crear autorizaciones de administración por tipo de objeto
ACO_SUPER,Superusuario por tipo de objeto y actividad
ADPIC_CFC,Autorización p.ignorar errores usuales en maestro materiales
ADPIC_RIC,Objeto autorización para intercambiabilidad restringida NPF
AD_RFCAUTH,Verificación autorización en módulos funciones RFC FSH y MSP
AEDELETE,Archiving Engine - Escenario de borrado
AE_DELETE,Archinging Engine - Borrar
ARBFND_ARB,Authorization Object for Ariba Integration
ARBFND_FG,Authorization Object for Fieldglass Integration
ARUN,Autorizaciones para proceso de asignación de pedidos
ARUN_CCR,Autorización para informe de verificación de consistencia
ARUN_DROP,ARun informe de rechazo de requisitos
ARUN_ITA,Objeto de autorización para ARun Insight-to-Action
ARUN_LOG,Autorización ARun para verificar los logs
ARUN_LOGD,Log ARun
ARUN_MNTR,Objeto de autorización para apl.asignación aprovisionam.
ARUN_ON,Autorizaciones para proceso de asignación de pedidos
ARUN_PRIO,Prioridad de asignación de suministro
ARUN_RC,Ejecución de verificación de liberación de asignac.aprovis.
ARUN_RULE,Objeto de autorización para regla ARun
ARUN_SDO,Objeto de autorización para resumen de demanda de suministro
ARUN_STKST,Objeto de autorización para regla de clasificación aprovis.
ARUN_TA,Objeto de autorización para asignaciones temporales SDO
ARUN_WB,Workbench de proceso de asignación (ARUN)
AS_ESH_BRW,Objeto de autorización para navegador Web de modelo ESH
AUDIT_AUTH,Autorizaciones dentro de la gestión de auditoría
AUTH_ARUN,Autorización para proceso de asignación de pedidos
A_A_VIEW,Activos fijos: Vista
A_B_ANLKL,Contabilizaciones AF: Sociedad/Clase activos fijos
A_B_BWART,Contabilizaciones AF: Clase AF/Cl.movimiento
A_CFG_CMP,Sociedad de contabilidad de activos
A_C_AFAPL,Customizing activos fijos: Plan valoración
A_IMA_ART,Clase de solicitud para solicitudes de medidas
